publisher,country,organization,annual_publications,start_date,end_date,id,url
IOP Publishing,Netherlands,TU Delft,20,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,iop2020delft,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2020delft/
IOP Publishing,Netherlands,Universiteit Leiden,30,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,iop2023leiden,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023leiden/
IOP Publishing,Netherlands,University of Amsterdam,15,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,iop2020uva,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2020uva/
IOP Publishing,Netherlands,University of Amsterdam,20,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,iop2023uva,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023uva/
IOP Publishing,Netherlands,University of Groningen,10,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,iop2020rug,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2020rug/
IOP Publishing,Netherlands,University of Twente,38,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,iop2020utwente,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2020utwente/
IOS Press,Netherlands,UKB/SURF,80,2019-01-01T00:00:00Z,2022-12-31T00:00:00Z,ios2019ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ios2019ukb/
IOS Press,Netherlands,UKB/SURF,50,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,ios2023ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ios2023ukb/
IWA Publishing,Netherlands,TU Delft and Wageningen University,25,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,iwa2019delft,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iwa2019delft/
John Benjamins Publishing,Netherlands,Radboud University,9,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,jbp2022ru,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2022ru/
John Benjamins Publishing,Netherlands,Radboud University,10,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,jbp2023ru,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2023ru/
John Benjamins Publishing,Netherlands,Tilburg University,1,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,jbp2022tilburg,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2022tilburg/
John Benjamins Publishing,Netherlands,Universiteit Leiden,12,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,jbp2022leiden,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2022leiden/
John Benjamins Publishing,Netherlands,Universiteit Leiden,12,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,jbp2023leiden,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2023leiden/
John Benjamins Publishing,Netherlands,University of Amsterdam,10,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,jbp2021uva,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2021uva/
John Benjamins Publishing,Netherlands,University of Amsterdam,10,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,jbp2022uva,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2022uva/
John Benjamins Publishing,Netherlands,University of Amsterdam,10,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,jbp2023uva,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2023uva/
John Benjamins Publishing,Netherlands,University of Groningen,10,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,jbp2022rug,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2022rug/
John Benjamins Publishing,Netherlands,Utrecht University,12,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,jbp2021uu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2021uu/
John Benjamins Publishing,Netherlands,Utrecht University,12,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,jbp2022uu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2022uu/
John Benjamins Publishing,Netherlands,Utrecht University,12,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,jbp2023uu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2023uu/
John Benjamins Publishing,Netherlands,Vrije Universiteit Amsterdam,3,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,jbp2022vu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2022vu/
Karger,Netherlands,UKB/SURF,120,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,kar2022ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2022ukb/
Karger,Netherlands,VSNU-UKB,140,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,kar2019vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2019vsnu/
Microbiology Society,Netherlands,TU Delft,5,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z,microbio2020delft,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2020delft/
Microbiology Society,Netherlands,University of Amsterdam,2,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,microbio2023uva,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023uva/
Oxford University Press,Netherlands,VSNU-UKB,760,2019-01-01T00:00:00Z,2020-12-31T00:00:00Z,oxf2019vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2019vsnu/
Oxford University Press,Netherlands,VSNU-UKB,800,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,oxf2021vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2021vsnu/
Oxford University Press,Netherlands,SURF/UKB,707,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,oxf2024ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2024ukb/
Portland Press,Netherlands,TU Delft,3,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,portpress2022delft,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2022delft/
Portland Press,Netherlands,University of Amsterdam,2,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,portpress2022uva,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2022uva/
Portland Press,Netherlands,University of Groningen,6,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,portpress2021rug,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2021rug/
Rockefeller University Press,Netherlands,University of Amsterdam,1,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,rup2023uva,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2023uva/
Rockefeller University Press,Netherlands,University of Groningen,1,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,rup2022rug,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2022rug/
Rockefeller University Press,Netherlands,University of Groningen,1,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,rup2024rug,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2024rug/
Royal Society of Chemistry,Netherlands,SURFMarket UKB,195,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,rsc2019ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2019ukb/
Royal Society of Chemistry,Netherlands,UKB/SURF,250,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,rsc2022ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2022ukb/
Sage,Netherlands,UNL/UKB,1000,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,sage2022ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2022ukb/
Sage,Netherlands,VSNU-UKB,540,2017-01-01T00:00:00Z,2019-12-31T00:00:00Z,sage2017vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2017vsnu/
Sage,Netherlands,VSNU-UKB,825,2020-01-01T00:00:00Z,2021-12-31T00:00:00Z,sage2020vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2020vsnu/
SPIE,Netherlands,Eindhoven University of Technology,4,2020-01-09T00:00:00Z,2023-08-31T00:00:00Z,spie2020tue,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2020tue/
SPIE,Netherlands,Eindhoven University of Technology,2,2023-01-09T00:00:00Z,2024-08-31T00:00:00Z,spie2023tue,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2023tue/
SPIE,Netherlands,Eindhoven University of Technology,2,2024-01-09T00:00:00Z,2025-08-31T00:00:00Z,spie2024tue,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2024tue/
SPIE,Netherlands,TU Delft,4,2021-06-30T00:00:00Z,2022-12-31T00:00:00Z,spie2021delft,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2021delft/
SPIE,Netherlands,TU Delft,5,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,spie2023delft,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2023delft/
SPIE,Netherlands,University of Amsterdam,2,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,spie2023uva,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2023uva/
SPIE,Netherlands,University of Twente,13,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,spie2022utwente,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2022utwente/
Springer,Netherlands,VSNU-UKB,2000,2015-01-01T00:00:00Z,2016-12-31T00:00:00Z,spr2015vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spr2015vsnu/
Springer Nature,Netherlands,VSNU-UKB,2100,2018-01-01T00:00:00Z,2023-12-31T00:00:00Z,sc2018vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sc2018vsnu/
Springer Nature,Netherlands,UNL/UKB,2067,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,sn2024ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2024ukb/
Taylor & Francis,Netherlands,VSNU-UKB,950,2018-01-01T00:00:00Z,2020-12-31T00:00:00Z,tf2018vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2018vsnu/
Taylor & Francis,Netherlands,VSNU-UKB,2350,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,tf2021vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021vsnu/
Taylor & Francis,Netherlands,UNL/UKB,1625,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,tf2024ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2024ukb/
The Geological Society of London,Netherlands,Vrije Universiteit Amsterdam,2,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,gsl2022vu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/gsl2022vu/
The Royal Society,Netherlands,Eindhoven University of Technology,2,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,trs2021tue,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2021tue/
The Royal Society,Netherlands,Eindhoven University of Technology,2,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,trs2022tue,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2022tue/
The Royal Society,Netherlands,Eindhoven University of Technology,1,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,trs2023tue,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2023tue/
The Royal Society,Netherlands,Eindhoven University of Technology,1,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,trs2024tue,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2024tue/
The Royal Society,Netherlands,University of Twente,2,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,trs2022utwente,https://esac-initiative.org/about/transformative-agreements/agreement-registry/trs2022utwente/
Thieme,Netherlands,VSNU-UKB,100,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,thie2022vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/thie2022vsnu/
Trans Tech Publications,Netherlands,TU Delft,3,2021-05-30T00:00:00Z,2024-12-31T00:00:00Z,ttp2021delft,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ttp2021delft/
Walter de Gruyter,Netherlands,UKB/SURF,100,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,degruy2020ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2020ukb/
Walter de Gruyter,Netherlands,UKB/SURF,150,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,degruy2023ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2023ukb/
White Horse Press,Netherlands,Eindhoven University of Technology,3,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,whp2023tue,https://esac-initiative.org/about/transformative-agreements/agreement-registry/whp2023tue/
Wiley,Netherlands,VSNU-UKB,2400,2016-01-01T00:00:00Z,2020-12-31T00:00:00Z,wiley2016vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2016vsnu/
Wiley,Netherlands,VSNU-UKB,3550,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,wiley2021vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2021vsnu/
Wiley,Netherlands,UNL/UKB/SURF,2485,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,wiley2024ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2024ukb/
Wolters Kluwer Health,Netherlands,VSNU-UKB,600,2017-01-01T00:00:00Z,2019-12-31T00:00:00Z,lww2017vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2017vsnu/
Wolters Kluwer Health,Netherlands,VSNU-UKB,370,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,lww2021vsnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2021vsnu/
Wolters Kluwer Health,Netherlands,SURF/UKB,270,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,lww2024ukb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2024ukb/
AIP Publishing,Norway,UiT the Arctic University of Norway,5,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,aip2022uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2022uit/
AIP Publishing,Norway,UiT the Arctic University of Norway,5,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,aip2024uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2024uit/
American Chemical Society,Norway,Sikt (previously Unit),130,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,acs2023sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023sikt/
American Chemical Society,Norway,Unit,125,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,acs2020unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2020unit/
Association for Computing Machinery,Norway,Sikt (previously Unit),92,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,acm2022sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2022sikt/
Cambridge University Press,Norway,Sikt (previously Unit),100,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,cam2023sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023sikt/
Cambridge University Press,Norway,Unit,100,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,cam2020unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2020unit/
Company of Biologists,Norway,UiT The Arctic University of Norway,2,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,compbio2021uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2021uit/
Company of Biologists,Norway,UiT the Arctic University of Norway,2,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,compbio2023uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2023uit/
Company of Biologists,Norway,University of Oslo (UiO) incl. Oslo University Hospital,4,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,compbio2021uio,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2021uio/
Elsevier,Norway,Sikt (previously Unit),2200,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,els2022sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2022sikt/
Elsevier,Norway,Unit,2100,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,els2019unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2019unit/
John Benjamins Publishing,Norway,UiT the Arctic University of Norway,5,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,jbp2023uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2023uit/
John Benjamins Publishing,Norway,UiT the Arctic University of Norway,5,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,jbp2024uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/jbp2024uit/
Karger,Norway,University of Oslo (UiO) incl. Oslo University Hospital,12,2021-01-31T00:00:00Z,2021-12-31T00:00:00Z,kar2021uio,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2021uio/
Microbiology Society,Norway,Norwegian University of Science and Technology,2,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,microbio2021ntnu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2021ntnu/
Microbiology Society,Norway,UiT The Arctic University of Norway,2,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,microbio2021uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2021uit/
Microbiology Society,Norway,UiT The Arctic University of Norway,2,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,microbio2023uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2023uit/
Microbiology Society,Norway,University of Oslo (UiO) incl. Oslo University Hospital,2,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,microbio2021uio,https://esac-initiative.org/about/transformative-agreements/agreement-registry/microbio2021uio/
Oxford University Press,Norway,Sikt (previously Unit),210,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,oxf2023sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2023sikt/
Oxford University Press,Norway,Unit,180,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,oxf2020unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2020unit/
Rockefeller University Press,Norway,UiT the Arctic University of Norway,2,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,rup2023uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2023uit/
Royal Society of Chemistry,Norway,UiT the Arctic University of Norway,1,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,rsc2023uit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023uit/
Royal Society of Chemistry,Norway,Unit,55,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,rsc2021unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2021unit/
Sage,Norway,Sikt (previously Unit),300,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,sage2023sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023sikt/
Sage,Norway,Unit,300,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,sage2020unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2020unit/
Springer Nature,Norway,Sikt (previously Unit),830,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,sn2023sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023sikt
Springer Nature,Norway,Unit,700,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,sc2020unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sc2020unit
Taylor & Francis,Norway,Sikt (previously Unit),850,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,tf2023sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023sikt/
Taylor & Francis,Norway,Unit,650,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,tf2020unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2020unit/
Walter de Gruyter,Norway,Sikt (previously Unit),50,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,degruy2024sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2024sikt/
Walter de Gruyter,Norway,Unit,50,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,degruy2021unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2021unit/
Wiley,Norway,Sikt (previously Unit),1400,2022-01-01T00:00:00Z,2022-12-31T00:00:00Z,wiley2022sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2022sikt/
Wiley,Norway,Sikt (previously Unit),800,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,wiley2023sikt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023sikt/
Wiley,Norway,Unit,500,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,wiley2019unit,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2019unit/
Cambridge University Press,Palestine,PALICO,2,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,cam2020palico,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2020palico/
American Chemical Society,Poland,Academic consortium coordinated by ICM University of Warsaw,300,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,acs2020icm,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2020icm/
American Chemical Society,Poland,Consortium of 52 Polish academic institutions,400,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,acs2023pl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023pl/
Cambridge University Press,Poland,Academic consortium coordinated by ICM University of Warsaw,125,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z,cam2020icm,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2020icm/
Elsevier,Poland,"Consortium of all Polish academic institutions (""national license"")",5000,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,els2022pl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2022pl/
Elsevier,Poland,National academic license coordinated by ICM University of Warsaw,1000,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,els2019icm,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2019icm/
IEEE,Poland,Academic consortium coordinated by ICM University of Warsaw,120,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,ieee2020icm,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2020icm/
IOP Publishing,Poland,Academic consortium coordinated by ICM University of Warsaw,100,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,iop2020icm,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2020icm/
IOP Publishing,Poland,Consortium of 32 Polish academic institutions,70,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,iop2023pl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023pl/
Oxford University Press,Poland,Academic consortium coordinated by ICM University of Warsaw,204,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z,oxf2020icm,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2020icm/
Oxford University Press,Poland,Consortium of 30 Polish academic institutions,70,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,oxf2023pl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2023pl/
Springer Nature,Poland,"Consortium of all Polish academic institutions (""national license"")",2000,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,sn2022pl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2022pl/
Springer Nature,Poland,National academic license coordinated by ICM University of Warsaw,2000,2019-01-01T00:00:00Z,2021-12-31T00:00:00Z,sc2019icm,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sc2019icm/
Wolters Kluwer Health,Poland,Consortium of 26 Polish academic institutions,20,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,lww2023pl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2023pl/
AIP Publishing,Portugal,b-on / FCT,53,2022-11-24T00:00:00Z,2024-12-31T00:00:00Z,aip2022fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2022fct/
American Chemical Society,Portugal,b-on/FCT,89,2022-11-24T00:00:00Z,2024-12-31T00:00:00Z,acs2022fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2022fct/
Association for Computing Machinery,Portugal,b-on/FCT,120,2023-02-27T00:00:00Z,2024-12-31T00:00:00Z,acm2023fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2023fct/
Elsevier,Portugal,b-on/FCT,2000,2022-04-08T00:00:00Z,2024-10-31T00:00:00Z,els2022fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2022fct/
Emerald,Portugal,b-on/FCT,30,2022-04-08T00:00:00Z,2024-12-31T00:00:00Z,eme2022fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2022fct/
IEEE,Portugal,b-on/FCT,10,2022-10-20T00:00:00Z,2024-12-31T00:00:00Z,ieee2022fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2022fct/
IOP Publishing,Portugal,b-on/FCT,44,2022-10-14T00:00:00Z,2024-12-31T00:00:00Z,iop2022fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2022fct/
Royal Society of Chemistry,Portugal,b-on / FCT,30,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,rsc2023fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023fct/
Sage,Portugal,b-on/FCT,225,2022-09-16T00:00:00Z,2024-12-31T00:00:00Z,sage2022fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2022fct/
Springer Nature,Portugal,b-on/FCT,634,2022-07-12T00:00:00Z,2024-12-31T00:00:00Z,sn2022fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2022fct/
Taylor & Francis,Portugal,b-on/FCT,125,2023-02-02T00:00:00Z,2024-12-31T00:00:00Z,tf2023fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023fct/
Wiley,Portugal,b-on/FCT,175,2022-04-08T00:00:00Z,2024-12-31T00:00:00Z,wiley2022fct,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2022fct/
Elsevier,Qatar,Qatar National Library Consortium,300,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,els2020qnlc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2020qnlc/
Springer Nature,Qatar,Qatar National Library,100,2019-12-02T00:00:00Z,2020-12-31T00:00:00Z,sc2019qnl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sc2019qnl/
Taylor & Francis,Qatar,Qatar National Library,80,2019-01-01T00:00:00Z,2020-12-31T00:00:00Z,tf2019qnl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2019qnl/
AIP Publishing,Saudi Arabia,KAUST,17,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,aip2020kaust,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2020kaust/
AIP Publishing,Saudi Arabia,KAUST,17,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,aip2023kaust,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2023kaust/
American Chemical Society,Saudi Arabia,KAUST,139,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,acs2020kaust,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2020kaust/
American Chemical Society,Saudi Arabia,KAUST,100,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,acs2023kaust,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023kaust/
American Physical Society,Saudi Arabia,KAUST,39,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,aps2022kaust,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aps2022kaust/
