publisher,country,organization,annual_publications,start_date,end_date,id,url
Association for Computing Machinery,China,Consortia of Chinese Academy of Sciences,223,2021-01-01T00:00:00Z,2025-12-31T00:00:00Z,acm2021cas,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2021cas/
Cambridge University Press,China,Shanghai Jiao Tong University,45,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,cam2023sjtu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023sjtu/
Cambridge University Press,China,Xiamen University Libraries,10,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,cam2024xmu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2024xmu/
Oxford University Press,China,Consortia of Chinese Academy of Sciences,244,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,oxf2020cas,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2020cas/
Royal Society of Chemistry,China,National Science Library of Chinese Academy of Sciences,1500,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,rsc2023cas,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023cas/
Elsevier,Colombia,Consorcio Colombia,216,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,els2022co,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2022co/
IOP Publishing,Colombia,Pontifica Universidad Javeriana,200,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,iop2023puj,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023puj/
Springer Nature,Colombia,Consorcio Colombia,271,2022-01-07T00:00:00Z,2024-12-31T00:00:00Z,sn2022co,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2022co/
Taylor & Francis,Colombia,Consorcio Colombia,60,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,tf2022co,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2022co/
Wiley,Colombia,Pontifica Universidad Javeriana,200,2023-01-01T00:00:00Z,2026-12-31T00:00:00Z,wiley2023puj,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023puj/
Cambridge University Press,Croatia,Croatian Academic Libraries Consortium,50,2019-12-16T00:00:00Z,2020-12-16T00:00:00Z,cam2019calc,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2019calc/
AIP Publishing,Czech Republic,CzechELib,30,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,aip2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2023czelib/
American Chemical Society,Czech Republic,CzechELib,220,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,acs2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2023czelib/
Association for Computing Machinery,Czech Republic,CzechELib,20,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,acm2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2023czelib/
Cambridge University Press,Czech Republic,CzechELib,20,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,cam2021czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2021czelib/
Cambridge University Press,Czech Republic,CzechELib,50,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,cam2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023czelib/
Emerald,Czech Republic,CzechELib,10,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,eme2021czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2021czelib/
Emerald,Czech Republic,CzechELib,20,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,eme2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2023czelib/
IEEE,Czech Republic,CzechELib,4,2018-01-01T00:00:00Z,2022-12-31T00:00:00Z,ieee2018czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2018czelib/
IOP Publishing,Czech Republic,CzechELib,150,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,iop2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023czelib/
Karger,Czech Republic,CzechELib,14,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,kar2020czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2020czelib/
Karger,Czech Republic,CzechELib,15,2023-01-01T00:00:00Z,2027-12-31T00:00:00Z,kar2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/kar2023czelib/
Oxford University Press,Czech Republic,CzechELib,90,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,oxf2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2023czelib/
Royal Society of Chemistry,Czech Republic,CzechELib,120,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,rsc2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2023czelib/
Springer Nature,Czech Republic,CzechELib,680,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,sn2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023czelib/
Taylor & Francis,Czech Republic,CzechELib,150,2021-01-01T00:00:00Z,2022-12-31T00:00:00Z,tf2021czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2021czelib/
Taylor & Francis,Czech Republic,CzechELib,200,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,tf2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023czelib/
Walter de Gruyter,Czech Republic,CzechELib,6,2019-01-01T00:00:00Z,2022-12-31T00:00:00Z,degruy2019czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2019czelib/
Walter de Gruyter,Czech Republic,CzechELib,60,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,degruy2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/degruy2023czelib/
Wiley,Czech Republic,CzechELib,650,2023-01-01T00:00:00Z,2026-12-31T00:00:00Z,wiley2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023czelib/
Wolters Kluwer Health,Czech Republic,CzechELib,5,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,lww2020czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2020czelib/
Wolters Kluwer Health,Czech Republic,CzechELib,5,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,lww2023czelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2023czelib/
Association for Computing Machinery,Denmark,Royal Danish Library,170,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,acm2024kb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2024kb/
Cambridge University Press,Denmark,Royal Danish Library,100,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,cam2023kb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023kb/
Elsevier,Denmark,Royal Danish Library,3000,2021-01-01T00:00:00Z,2024-12-31T00:00:00Z,els2021kb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2021kb/
IOP Publishing,Denmark,Royal Danish Library,77,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,iop2023kb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023kb/
Portland Press,Denmark,Royal Danish Library,20,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,portpress2024kb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/portpress2024kb/
Springer Nature,Denmark,Royal Danish Library,740,2023-01-01T00:00:00Z,2026-12-31T00:00:00Z,sn2023kb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2023kb/
Taylor & Francis,Denmark,Royal Danish Library,550,2024-01-01T00:00:00Z,2028-12-31T00:00:00Z,tf2024kb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2024kb/
Wiley,Denmark,Royal Danish Library,1110,2022-01-01T00:00:00Z,2025-12-31T00:00:00Z,wiley2022kb,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2022kb/
Cambridge University Press,Estonia,ELNET Consortium,10,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,cam2020elnet,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2020elnet/
American Chemical Society,Finland,FinELib consortium,200,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,acs2021finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acs2021finelib/
Association for Computing Machinery,Finland,FinELib consortium,170,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,acm2022finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2022finelib/
BMJ Publishing,Finland,University of Turku,5,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,bmj2024utu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/bmj2024utu/
Cambridge University Press,Finland,FinELib consortium,100,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,cam2024finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2024finelib/
Cambridge University Press,Finland,Oulu University & Oulu University Hospital,7,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,cam2022oulu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2022oulu/
Cambridge University Press,Finland,University of Turku,14,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,cam2022utu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2022utu/
Cold Spring Harbor Laboratory Press,Finland,University of Helsinki,5,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,cshl2023helsinki,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cshl2023helsinki/
Company of Biologists,Finland,University of Jyväskylä,1,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,compbio2024jyu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2024jyu/
Company of Biologists,Finland,University of Turku,8,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,compbio2022utu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/compbio2022utu/
Elsevier,Finland,FinELib consortium,1900,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,els2021finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2021finelib/
Elsevier,Finland,FinELib consortium,30,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,els2022finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2022finelib/
Elsevier,Finland,FinELib consortium,1700,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,els2024finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2024finelib/
Emerald,Finland,FinELib consortium,150,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,eme2021finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/eme2021finelib/
Future Science Group,Finland,University of Turku,2,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,fsg2024utu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/fsg2024utu/
IEEE,Finland,FinELib consortium,250,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,ieee2021finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2021finelib/
IEEE,Finland,FinELib consortium,370,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,ieee2024finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/ieee2024finelib/
IOP Publishing,Finland,Aalto University,40,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,iop2022aalto,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2022aalto/
IOP Publishing,Finland,University of Helsinki,20,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,iop2023helsinki,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2023helsinki/
IOP Publishing,Finland,VTT Technical Research Centre of Finland,30,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,iop2021vtt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/iop2021vtt/
Oxford University Press,Finland,FinELib consortium,250,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,oxf2021finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2021finelib/
Oxford University Press,Finland,FinELib consortium,250,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,oxf2024finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/oxf2024finelib/
Radiological Society of North America,Finland,University of Turku,1,2023-01-01T00:00:00Z,2023-12-31T00:00:00Z,rsna2023utu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsna2023utu/
Radiological Society of North America,Finland,University of Turku,1,2024-01-01T00:00:00Z,2024-12-31T00:00:00Z,rsna2024utu,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsna2024utu/
Rockefeller University Press,Finland,University of Helsinki,2,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,rup2023helsinki,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rup2023helsinki/
Royal Society of Chemistry,Finland,FinELib consortium,60,2019-01-01T00:00:00Z,2019-12-31T00:00:00Z,rsc2019finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2019finelib/
Royal Society of Chemistry,Finland,FinELib consortium,65,2020-01-01T00:00:00Z,2021-12-31T00:00:00Z,rsc2020finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2020finelib/
Royal Society of Chemistry,Finland,FinELib consortium,70,2022-01-01T00:00:00Z,2023-12-31T00:00:00Z,rsc2022finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2022finelib/
Royal Society of Chemistry,Finland,FinELib consortium,115,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,rsc2024finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/rsc2024finelib/
Sage,Finland,FinELib consortium,300,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,sage2020finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2020finelib/
Sage,Finland,FinELib consortium,320,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,sage2023finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sage2023finelib/
SPIE,Finland,VTT Technical Research Centre of Finland,3,2024-01-02T00:00:00Z,2025-12-31T00:00:00Z,spie2024vtt,https://esac-initiative.org/about/transformative-agreements/agreement-registry/spie2024vtt/
Springer Nature,Finland,FinELib consortium,770,2018-01-10T00:00:00Z,2020-12-31T00:00:00Z,sc2018finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sc2018finelib/
Springer Nature,Finland,FinELib consortium,930,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,sn2021finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2021finelib/
Springer Nature,Finland,FinELib consortium,890,2024-01-01T00:00:00Z,2025-12-31T00:00:00Z,sn2024finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2024finelib/
Springer Nature,Finland,FinELib consortium,12,2022-01-06T00:00:00Z,2024-12-31T00:00:00Z,sn2022finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/sn2022finelib/
Taylor & Francis,Finland,FinELib consortium,600,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,tf2020finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2020finelib/
Taylor & Francis,Finland,FinELib consortium,600,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,tf2023finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/tf2023finelib/
Wiley,Finland,FinELib consortium,865,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,wiley2020finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2020finelib/
Wiley,Finland,FinELib consortium,1130,2023-01-01T00:00:00Z,2024-12-31T00:00:00Z,wiley2023finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2023finelib/
Wolters Kluwer Health,Finland,FinELib consortium,100,2022-12-31T00:00:00Z,2024-12-31T00:00:00Z,lww2023finelib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/lww2023finelib/
Association for Computing Machinery,France,Couperin,230,2024-01-01T00:00:00Z,2026-12-31T00:00:00Z,acm2024coup,https://esac-initiative.org/about/transformative-agreements/agreement-registry/acm2024coup/
Cambridge University Press,France,Couperin,573,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,cam2023coup,https://esac-initiative.org/about/transformative-agreements/agreement-registry/cam2023coup/
EDP Sciences,France,Couperin,649,2017-01-01T00:00:00Z,2021-12-31T00:00:00Z,edp2017coup,https://esac-initiative.org/about/transformative-agreements/agreement-registry/edp2017coup/
EDP Sciences,France,Couperin,665,2022-01-01T00:00:00Z,2026-12-31T00:00:00Z,edp2022coup,https://esac-initiative.org/about/transformative-agreements/agreement-registry/edp2022coup/
Elsevier,France,Couperin,11000,2024-01-01T00:00:00Z,2027-12-31T00:00:00Z,els2024coup,https://esac-initiative.org/about/transformative-agreements/agreement-registry/els2024coup/
Wiley,France,Couperin,3000,2022-01-01T00:00:00Z,2024-12-31T00:00:00Z,wiley2022coup,https://esac-initiative.org/about/transformative-agreements/agreement-registry/wiley2022coup/
AIP Publishing,Germany,Max Planck Digital Library,120,2020-01-01T00:00:00Z,2022-12-31T00:00:00Z,aip2020mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2020mpdl/
AIP Publishing,Germany,Max Planck Digital Library,115,2023-01-01T00:00:00Z,2025-12-31T00:00:00Z,aip2023mpdl,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2023mpdl/
AIP Publishing,Germany,TIB Consortium,550,2021-01-01T00:00:00Z,2023-12-31T00:00:00Z,aip2021tib,https://esac-initiative.org/about/transformative-agreements/agreement-registry/aip2021tib/
